-----------------------------------------------
Infinite Cylinder Data File
Nmax: Auto-adjust
Mmax: 30

Domain data: Wavelength
(Min: 300,Max: 500,Step: 2)
Incid. Angle: 0.5 * Pi
Fixed Diameter: 100

Cylinder Refractive index: Fftgtgrom file C:\Users\Catee\Desktop\CRYSTALS_Si_sopra110.txt
Medium Refractive index: Fixed value = 1
-----------------------------------------------

Data Format:
[Wavelength (nm)]   [QscatI]   [QextI]   [QscatII]  [QextII]
474    3.6076826097006    3.76883115264205    1.36756056025221    1.46394065916618
476    3.66943182591769    3.83192972686881    1.36746227594765    1.4625863673903
478    3.73357621778582    3.89768028839762    1.36993573374006    1.46414463258062
480    3.79976549977603    3.9658473285337    1.37483827127789    1.4685226617232
482    3.86772555799874    4.03620537687527    1.38201849565763    1.47557531710828
484    3.93839186636148    4.10986470943556    1.3916582463532    1.48554199622136
486    4.01303958769977    4.18859487062337    1.40411486545429    1.4990106346949
488    4.09137362490726    4.27183284799391    1.41932812547813    1.51576236834414
490    4.17237618083639    4.35797605198328    1.43694288288983    1.53512817510689
492    4.25486750846826    4.44519199697266    1.45646590867926    1.55627285045236
494    4.34061510777829    4.53589829693504    1.47843756677004    1.58005701025411
496    4.43066117179239    4.63147855845485    1.50321915163471    1.60700536087069
498    4.52602228405698    4.7331540721898    1.53120486721866    1.63760554273805
500    4.6282289126356    4.84281851534147    1.56302840302725    1.67266477170614
