

-----------------------------------------------
Infinite Cylinder Data File
Nmax: Auto-adjust
Mmax: 30

Domain data: Wavelength
(Min: 500,Max: 2000,Step: 5)
Incid. Angle: 0.5 * Pi
Fixed Diameter: 100

Cylinder Refractive index: Fixed value = 1.5
Medium Refractive index: Fixed value = 1
-----------------------------------------------

Data Format:
[Wavelength (nm)]   [QscatI]   [QextI]   [QscatII]  [QextII]
820    0.125803423041074    0.125803423041074    0.0205315812606525    0.0205315812606524
825    0.123488565034392    0.123488565034392    0.0201675326019181    0.0201675326019181
830    0.121227685206957    0.121227685206957    0.0198119152399944    0.0198119152399944
835    0.119019322384024    0.119019322384024    0.0194644906376632    0.0194644906376632
840    0.116862057688743    0.116862057688743    0.019125028152632    0.0191250281526319
845    0.114754513393585    0.114754513393585    0.0187933047411313    0.0187933047411312
850    0.112695351788897    0.112695351788897    0.0184691046738423    0.0184691046738423
855    0.110683274069971    0.110683274069971    0.0181522192635956    0.0181522192635956
860    0.108717019243766    0.108717019243766    0.0178424466043118    0.0178424466043118
865    0.106795363056249    0.106795363056249    0.0175395913206768    0.0175395913206768
870    0.104917116941123    0.104917116941123    0.0172434643280737    0.0172434643280737
875    0.103081126990587    0.103081126990587    0.0169538826023122    0.0169538826023122
880    0.101286272948577    0.101286272948577    0.0166706689587193    0.0166706689587193
885    0.0995314672268692    0.0995314672268693    0.0163936518401775    0.0163936518401775
890    0.097815653944274    0.097815653944274    0.016122665113715    0.016122665113715
895    0.0961378079890618    0.0961378079890618    0.0158575478752713    0.0158575478752713
900    0.0944969341046812    0.0944969341046812    0.0155981442622792    0.0155981442622792
905    0.0928920659987338    0.0928920659987338    0.015344303273722    0.015344303273722
910    0.0913222654751221    0.0913222654751221    0.0150958785973407    0.0150958785973407
915    0.0897866215892047    0.0897866215892047    0.0148527284436793    0.0148527284436793
920    0.0882842498257594    0.0882842498257594    0.014614715386674    0.014614715386674
925    0.0868142912994965    0.0868142912994965    0.0143817062105028    0.0143817062105028
930    0.0853759119778277    0.0853759119778277    0.014153571762427    0.014153571762427
935    0.0839683019255673    0.0839683019255673    0.0139301868113689    0.0139301868113689
940    0.0825906745712059    0.0825906745712059    0.0137114299119792    0.0137114299119792
945    0.0812422659943771    0.0812422659943771    0.0134971832739622    0.0134971832739622
950    0.0799223342341167    0.0799223342341167    0.0132873326364352    0.0132873326364352
955    0.078630158617497    0.078630158617497    0.0130817671471097    0.0130817671471096
960    0.0773650391082043    0.0773650391082043    0.0128803792460916    0.0128803792460916
965    0.0761262956746216    0.0761262956746216    0.0126830645541072    0.0126830645541072
970    0.0749132676769643    0.0749132676769644    0.0124897217649687    0.0124897217649687
975    0.0737253132730183    0.0737253132730183    0.0123002525421042    0.0123002525421042
980    0.0725618088420213    0.0725618088420213    0.0121145614189827    0.0121145614189827
985    0.0714221484262303    0.0714221484262303    0.0119325557032735    0.0119325557032735
990    0.070305743189716    0.070305743189716    0.0117541453845859    0.0117541453845859
995    0.069212020893929    0.069212020893929    0.0115792430456421    0.0115792430456421
1000    0.0681404253895813    0.0681404253895813    0.0114077637767433    0.0114077637767433
1005    0.0670904161243983    0.0670904161243983    0.0112396250933948    0.0112396250933948
1010    0.0660614676662907    0.0660614676662907    0.0110747468569605    0.0110747468569605
1015    0.0650530692415132    0.0650530692415132    0.0109130511982265    0.0109130511982265
1020    0.064064724287373    0.064064724287373    0.0107544624437546    0.0107544624437546
1025    0.0630959500190658    0.0630959500190659    0.0105989070449139    0.0105989070449139
1030    0.06214627701022    0.06214627701022    0.0104463135094837    0.0104463135094837
1035    0.0612152487867396    0.0612152487867396    0.0102966123357256    0.0102966123357256
1040    0.0603024214335449    0.0603024214335449    0.0101497359488252    0.0101497359488252
1045    0.0594073632138176    0.0594073632138176    0.0100056186396101    0.0100056186396101
1050    0.0585296542003662    0.0585296542003662    0.00986419650545567    0.00986419650545567
1055    0.0576688859187373    0.0576688859187373    0.00972540739329007    0.00972540739329007
1060    0.0568246610017055    0.0568246610017056    0.00958919084461835    0.00958919084461835
1065    0.0559965928547878    0.0559965928547878    0.00945548804248567    0.00945548804248566
1070    0.0551843053324301    0.0551843053324301    0.00932424176030444    0.00932424176030444
1075    0.0543874324245332    0.0543874324245332    0.00919539631247332    0.00919539631247331
1080    0.0536056179529836    0.0536056179529836    0.00906889750671819    0.00906889750671819
1085    0.052838515277873    0.052838515277873    0.00894469259808982    0.00894469259808981
1090    0.0520857870130908    0.0520857870130908    0.0088227302445533    0.0088227302445533
1095    0.0513471047509932    0.0513471047509932    0.00870296046410993    0.00870296046410993
1100    0.0506221487958484    0.0506221487958484    0.00858533459339163    0.00858533459339164
1105    0.0499106079057788    0.0499106079057788    0.00846980524767326    0.00846980524767327
1110    0.0492121790429203    0.0492121790429203    0.00835632628224838    0.00835632628224837
1115    0.048526567131531    0.048526567131531    0.00824485275511724    0.00824485275511723
1120    0.0478534848237917    0.0478534848237917    0.00813534089093815    0.00813534089093815
1125    0.0471926522730425    0.0471926522730425    0.00802774804619422    0.00802774804619422
1130    0.0465437969142153    0.0465437969142153    0.00792203267553063    0.00792203267553062
1135    0.0459066532512222    0.0459066532512222    0.00781815429921875    0.00781815429921874
1140    0.0452809626510736    0.0452809626510736    0.00771607347170541    0.00771607347170541
1145    0.0446664731445039    0.0446664731445039    0.00761575175120734    0.00761575175120734
1150    0.0440629392328884    0.0440629392328884    0.00751715167031206    0.00751715167031206
1155    0.043470121701246    0.043470121701246    0.00742023670754869    0.00742023670754868
1160    0.042887787437126    0.042887787437126    0.007324971259893    0.007324971259893
1165    0.0423157092551843    0.0423157092551843    0.00723132061617286    0.00723132061617286
1170    0.0417536657272617    0.0417536657272617    0.00713925093134127    0.00713925093134127
1175    0.0412014410177826    0.0412014410177826    0.00704872920158578    0.00704872920158579
1180    0.040658824724297    0.040658824724297    0.00695972324024403    0.00695972324024403
1185    0.0401256117229988    0.0401256117229988    0.00687220165449655    0.00687220165449655
1190    0.0396016020190521    0.0396016020190521    0.00678613382280907    0.00678613382280906
1195    0.0390866006015707    0.0390866006015708    0.00670148987309748    0.00670148987309748
1200    0.0385804173030946    0.0385804173030946    0.00661824066158989    0.00661824066158988
1205    0.0380828666634164    0.0380828666634164    0.00653635775236105    0.00653635775236105
1210    0.0375937677976146    0.0375937677976146    0.00645581339751554    0.00645581339751555
1215    0.0371129442681538    0.0371129442681538    0.00637658051799668    0.00637658051799668
1220    0.0366402239609192    0.0366402239609192    0.00629863268499936    0.00629863268499936
1225    0.0361754389650567    0.0361754389650567    0.0062219441019659    0.0062219441019659
1230    0.0357184254564915    0.0357184254564915    0.00614648958714433    0.00614648958714434
1235    0.0352690235850068    0.0352690235850068    0.00607224455668974    0.00607224455668975
1240    0.0348270773647648    0.0348270773647648    0.00599918500828995    0.00599918500828995
1245    0.0343924345681574    0.0343924345681574    0.00592728750529741    0.00592728750529741
1250    0.033964946622878    0.033964946622878    0.0058565291613499    0.00585652916134991
1255    0.0335444685121101    0.0335444685121101    0.00578688762546356    0.00578688762546356
1260    0.0331308586777288    0.0331308586777288    0.0057183410675816    0.00571834106758159
1265    0.0327239789264203    0.0327239789264203    0.00565086816456396    0.00565086816456395
1270    0.0323236943386225    0.0323236943386225    0.00558444808660231    0.00558444808660231
1275    0.0319298731801947    0.0319298731801947    0.00551906048404638    0.00551906048404638
1280    0.0315423868167311    0.0315423868167311    0.00545468547462784    0.00545468547462784
1285    0.0311611096304283    0.0311611096304283    0.00539130363106808    0.00539130363106808
1290    0.0307859189394285    0.0307859189394285    0.00532889596905747    0.00532889596905747
1295    0.0304166949195557    0.0304166949195557    0.0052674439355933    0.0052674439355933
1300    0.0300533205283693    0.0300533205283693    0.00520692939766501    0.00520692939766501
1305    0.0296956814314609    0.0296956814314609    0.00514733463127468    0.00514733463127468
1310    0.0293436659309211    0.0293436659309211    0.00508864231078203    0.00508864231078203
1315    0.0289971648959088    0.0289971648959088    0.00503083549856341    0.00503083549856341
1320    0.0286560716952539    0.0286560716952539    0.00497389763497408    0.00497389763497408
1325    0.0283202821320303    0.0283202821320303    0.00491781252860411    0.00491781252860411
1330    0.0279896943800362    0.0279896943800362    0.00486256434681863    0.00486256434681863
1335    0.0276642089221194    0.0276642089221194    0.0048081376065725    0.00480813760657251
1340    0.0273437284902927    0.0273437284902927    0.00475451716549133    0.00475451716549133
1345    0.0270281580075791    0.0270281580075791    0.00470168821320961    0.00470168821320961
1350    0.0267174045315351    0.0267174045315351    0.00464963626295817    0.00464963626295817
1355    0.0264113771993979    0.0264113771993979    0.0045983471433927    0.0045983471433927
1360    0.0261099871748056    0.0261099871748056    0.00454780699065578    0.00454780699065577
1365    0.0258131475960418    0.0258131475960418    0.00449800224066486    0.00449800224066485
1370    0.0255207735257562    0.0255207735257562    0.00444891962161926    0.00444891962161926
1375    0.025232781902116    0.025232781902116    0.00440054614671901    0.00440054614671901
1380    0.0249490914913425    0.0249490914913425    0.00435286910708905    0.00435286910708904
1385    0.0246696228415914    0.0246696228415914    0.00430587606490218    0.00430587606490218
1390    0.0243942982381332    0.0243942982381332    0.00425955484669481    0.00425955484669481
1395    0.0241230416597958    0.0241230416597958    0.00421389353686906    0.00421389353686906
1400    0.0238557787366287    0.0238557787366287    0.0041688804713759    0.00416888047137589
1405    0.0235924367087516    0.0235924367087516    0.00412450423157339    0.00412450423157339
1410    0.023332944386352    0.023332944386352    0.00408075363825476    0.00408075363825477
1415    0.023077232110795    0.023077232110795    0.00403761774584097    0.00403761774584097
1420    0.0228252317168131    0.0228252317168131    0.00399508583673286    0.00399508583673286
1425    0.0225768764957417    0.0225768764957417    0.00395314741581795    0.00395314741581794
1430    0.0223321011597692    0.0223321011597692    0.00391179220512702    0.00391179220512702
1435    0.0220908418071711    0.0220908418071711    0.00387101013863628    0.00387101013863628
1440    0.0218530358884978    0.0218530358884978    0.00383079135721023    0.00383079135721023
1445    0.0216186221736876    0.0216186221736876    0.00379112620368137    0.00379112620368137
1450    0.0213875407200775    0.0213875407200775    0.00375200521806242    0.00375200521806242
1455    0.0211597328412838    0.0211597328412838    0.00371341913288721    0.00371341913288721
1460    0.0209351410769276    0.0209351410769276    0.00367535886867618    0.00367535886867618
1465    0.0207137091631796    0.0207137091631796    0.003637815529523    0.00363781552952301
1470    0.0204953820040987    0.0204953820040986    0.00360078039879859    0.00360078039879859
1475    0.020280105643743    0.020280105643743    0.00356424493496901    0.00356424493496901
1480    0.0200678272390285    0.0200678272390285    0.00352820076752403    0.00352820076752403
1485    0.0198584950333139    0.0198584950333139    0.00349263969301289    0.00349263969301289
1490    0.01965205833069    0.01965205833069    0.00345755367118427    0.00345755367118427
1495    0.0194484674709539    0.0194484674709539    0.00342293482122736    0.00342293482122736
1500    0.0192476738052465    0.0192476738052465    0.00338877541811105    0.00338877541811105
1505    0.0190496296723344    0.0190496296723344    0.00335506788901848    0.00335506788901848
1510    0.0188542883755183    0.0188542883755183    0.003321804809874    0.00332180480987399
1515    0.018661604160148    0.018661604160148    0.00328897890196003    0.00328897890196003
1520    0.0184715321917279    0.0184715321917279    0.00325658302862122    0.00325658302862122
1525    0.0182840285345948    0.0182840285345948    0.00322461019205328    0.00322461019205328
1530    0.0180990501311524    0.0180990501311524    0.00319305353017413    0.00319305353017413
1535    0.0179165547816456    0.0179165547816456    0.00316190631357502    0.00316190631357502
1540    0.0177365011244595    0.0177365011244595    0.00313116194254936    0.00313116194254936
1545    0.0175588486169284    0.0175588486169284    0.00310081394419696    0.00310081394419696
1550    0.017383557516639    0.017383557516639    0.00307085596960158    0.00307085596960158
1555    0.0172105888632156    0.0172105888632156    0.00304128179107984    0.00304128179107984
1560    0.0170399044605719    0.0170399044605719    0.00301208529949929    0.00301208529949929
1565    0.0168714668596167    0.0168714668596168    0.00298326050166381    0.00298326050166381
1570    0.0167052393414012    0.0167052393414012    0.00295480151776441    0.00295480151776441
1575    0.0165411859006943    0.0165411859006943    0.00292670257889365    0.00292670257889365
1580    0.0163792712299755    0.0163792712299755    0.00289895802462186    0.00289895802462186
1585    0.0162194607038315    0.0162194607038315    0.00287156230063348    0.00287156230063348
1590    0.0160617203637478    0.0160617203637478    0.00284450995642182    0.00284450995642182
1595    0.0159060169032813    0.0159060169032813    0.00281779564304062    0.00281779564304063
1600    0.0157523176536061    0.0157523176536062    0.00279141411091101    0.00279141411091101
1605    0.0156005905694203    0.0156005905694203    0.00276536020768194    0.00276536020768194
1610    0.0154508042152042    0.0154508042152042    0.00273962887614325    0.00273962887614325
1615    0.0153029277518209    0.0153029277518209    0.00271421515218922    0.00271421515218922
1620    0.0151569309234491    0.0151569309234491    0.0026891141628319    0.0026891141628319
1625    0.0150127840448385    0.0150127840448385    0.00266432112426232    0.00266432112426232
1630    0.0148704579888807    0.0148704579888807    0.00263983133995867    0.00263983133995867
1635    0.0147299241744854    0.0147299241744854    0.00261564019884    0.00261564019884
1640    0.0145911545547534    0.0145911545547534    0.0025917431734642    0.0025917431734642
1645    0.0144541216054405    0.0144541216054405    0.00256813581826919    0.00256813581826919
1650    0.0143187983137012    0.0143187983137012    0.00254481376785611    0.00254481376785611
1655    0.0141851581671073    0.0141851581671073    0.00252177273531328    0.00252177273531328
1660    0.0140531751429331    0.0140531751429331    0.00249900851058006    0.00249900851058005
1665    0.0139228236976992    0.0139228236976992    0.00247651695884935    0.00247651695884935
1670    0.013794078756969    0.0137940787569689    0.00245429401900788    0.00245429401900788
1675    0.0136669157053907    0.0136669157053907    0.00243233570211309    0.00243233570211309
1680    0.0135413103769789    0.0135413103769789    0.00241063808990589    0.00241063808990589
1685    0.0134172390456276    0.0134172390456276    0.00238919733335812    0.00238919733335813
1690    0.013294678415851    0.013294678415851    0.00236800965125397    0.00236800965125397
1695    0.0131736056137436    0.0131736056137436    0.00234707132880434    0.00234707132880434
1700    0.0130539981781558    0.0130539981781558    0.00232637871629348    0.00232637871629348
1705    0.012935834052078    0.012935834052078    0.0023059282277568    0.0023059282277568
1710    0.0128190915742282    0.0128190915742282    0.00228571633968931    0.00228571633968931
1715    0.0127037494708378    0.0127037494708378    0.00226573958978371    0.00226573958978371
1720    0.0125897868476303    0.0125897868476303    0.00224599457569747    0.00224599457569747
1725    0.0124771831819879    0.0124771831819879    0.00222647795384811    0.00222647795384811
1730    0.0123659183153009    0.0123659183153009    0.00220718643823601    0.00220718643823601
1735    0.0122559724454958    0.0122559724454958    0.00218811679929396    0.00218811679929396
1740    0.0121473261197366    0.0121473261197366    0.00216926586276283    0.00216926586276283
1745    0.0120399602272954    0.0120399602272954    0.00215063050859275    0.00215063050859275
1750    0.0119338559925875    0.0119338559925875    0.00213220766986903    0.00213220766986903
1755    0.011828994968368    0.011828994968368    0.00211399433176225    0.00211399433176225
1760    0.0117253590290831    0.0117253590290831    0.00209598753050196    0.00209598753050196
1765    0.0116229303643757    0.0116229303643757    0.00207818435237338    0.00207818435237338
1770    0.0115216914727382    0.0115216914727382    0.0020605819327364    0.0020605819327364
1775    0.0114216251553107    0.0114216251553107    0.00204317745506656    0.00204317745506656
1780    0.0113227145098197    0.0113227145098197    0.00202596815001718    0.00202596815001718
1785    0.0112249429246554    0.0112249429246554    0.00200895129450245    0.00200895129450245
1790    0.0111282940730816    0.0111282940730816    0.00199212421080055    0.00199212421080055
1795    0.0110327519075772    0.0110327519075772    0.0019754842656767    0.0019754842656767
1800    0.010938300654305    0.010938300654305    0.00195902886952543    0.00195902886952543
1805    0.0108449248077043    0.0108449248077043    0.00194275547553163    0.00194275547553163
1810    0.0107526091252047    0.0107526091252047    0.00192666157884991    0.00192666157884991
1815    0.0106613386220583    0.0106613386220583    0.0019107447158019    0.0019107447158019
1820    0.0105710985662864    0.0105710985662864    0.001895002463091    0.001895002463091
1825    0.010481874473739    0.010481874473739    0.0018794324370341    0.0018794324370341
1830    0.0103936521032634    0.0103936521032634    0.00186403229280996    0.00186403229280996
1835    0.01030641745198    0.01030641745198    0.0018487997237238    0.0018487997237238
1840    0.0102201567506617    0.0102201567506617    0.0018337324604877    0.0018337324604877
1845    0.0101348564592151    0.0101348564592151    0.00181882827051639    0.00181882827051639
1850    0.0100505032622613    0.0100505032622613    0.00180408495723825    0.00180408495723825
1855    0.00996708406481248    0.00996708406481248    0.00178950035942084    0.00178950035942084
1860    0.00988458598804342    0.00988458598804342    0.00177507235051092    0.00177507235051092
1865    0.00980299636515485    0.00980299636515485    0.00176079883798842    0.00176079883798841
1870    0.00972230273732667    0.00972230273732667    0.00174667776273413    0.00174667776273413
1875    0.00964249284975859    0.00964249284975859    0.00173270709841069    0.0017327070984107
1880    0.00956355464779651    0.00956355464779651    0.00171888485085673    0.00171888485085673
1885    0.00948547627314216    0.00948547627314216    0.00170520905749357    0.00170520905749357
1890    0.00940824606014429    0.00940824606014429    0.00169167778674456    0.00169167778674456
1895    0.00933185253216929    0.00933185253216929    0.00167828913746642    0.00167828913746642
1900    0.00925628439804938    0.00925628439804938    0.00166504123839245    0.00166504123839245
1905    0.00918153054860656    0.00918153054860656    0.00165193224758743    0.00165193224758743
1910    0.00910758005325057    0.00910758005325057    0.0016389603519137    0.0016389603519137
1915    0.00903442215664879    0.00903442215664879    0.00162612376650835    0.00162612376650835
1920    0.00896204627546694    0.00896204627546695    0.00161342073427123    0.00161342073427123
1925    0.0088904419951783    0.0088904419951783    0.00160084952536345    0.00160084952536345
1930    0.00881959906694021    0.00881959906694021    0.00158840843671625    0.00158840843671625
1935    0.0087495074045363    0.0087495074045363    0.00157609579154982    0.00157609579154982
1940    0.00868015708138259    0.00868015708138259    0.00156390993890208    0.00156390993890208
1945    0.00861153832759623    0.00861153832759623    0.00155184925316702    0.00155184925316702
1950    0.00854364152712542    0.00854364152712542    0.0015399121336424    0.0015399121336424
1955    0.00847645721493894    0.00847645721493893    0.00152809700408664    0.00152809700408664
1960    0.00840997607427401    0.00840997607427402    0.00151640231228474    0.00151640231228473
1965    0.00834418893394108    0.00834418893394108    0.00150482652962284    0.00150482652962284
1970    0.00827908676568422    0.00827908676568422    0.0014933681506715    0.0014933681506715
1975    0.00821466068159603    0.00821466068159603    0.0014820256927772    0.0014820256927772
1980    0.0081509019315854    0.0081509019315854    0.00147079769566214    0.00147079769566214
1985    0.00808780190089738    0.00808780190089738    0.00145968272103198    0.00145968272103198
1990    0.0080253521076836    0.0080253521076836    0.00144867935219143    0.00144867935219143
1995    0.00796354420062228    0.00796354420062228    0.00143778619366745    0.00143778619366745
2000    0.00790236995658671    0.00790236995658672    0.00142700187084001    0.00142700187084001
